RowNumber,AadId,FullName,JobTitle,StandardTitle,CareerStageName,JobTitleName,JobType,ReportingVP,FirstRegularHireDate,MostRecentHireDate
135,fdc1dbbe-c63c-8997-8fe7-c717a23b6063,Joshua Allen,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-03,2023-04-03
136,ad70a506-f283-35f3-77e2-6a54db676a05,Toni Baird,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-03,2023-04-03
137,24549dfc-b96e-f595-51e9-a67bb09ab3cd,Andrea Boone,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-03,2023-04-03
138,d6941bd9-ae0a-7c93-5c25-fbf1495d8606,Kevin Baker,PRINCIPAL SOFTWARE ENGINEER,Software Engineering IC5,IC5,Software Engineering,IndividualContributor,VP6,2023-04-03,2023-04-03
139,c845a8d3-0cd0-30d4-dc92-b2a02118a2b7,Aaron Bryant,PRINCIPAL SERVICE ENGINEER MGR,Service Engineering M5,M5,Service Engineering,PeopleManager,VP1,2023-04-03,2023-04-03
140,257ac1e1-022b-53df-492e-fdd171256d6b,Allison Stevens,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-03,2023-04-03
141,89be369e-bc5e-4c07-5d2e-949aaa05287a,Cathy Gilbert,PRINCIPAL SOFTWARE ENGINEER,Software Engineering IC5,IC5,Software Engineering,IndividualContributor,VP5,2023-04-03,2023-04-03
142,fa32a0ef-e174-ab50-e32b-ce56b96f1402,Karen Estrada,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-03,2023-04-03
143,57934377-3cc0-2f20-ebf1-946b8ac045ce,Kelly Edwards,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-09,2023-04-09
144,aa91fd00-50b3-1717-53ab-4bc4ca546c43,Daniel Bean,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-04-10,2023-04-10
145,65258656-9d31-e8f1-a97a-fcdca0123e1b,Betty Freeman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
146,ff9c207b-506a-e5e7-66d2-bc4cf208946b,Kenneth Rivera,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-10,2023-04-10
147,57509c5d-bfd6-7a84-98aa-aa420496fc10,Brian Benson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-10,2023-04-10
148,53e114d3-f1c6-6311-f2ca-953f247a8522,Jamie Dominguez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
149,eb275f63-3bc4-4127-b0bb-698549191ea9,Renee Russell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
150,bddd3c8a-5619-7760-c70c-9ca7224cf5f9,Matthew Howard,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
151,4924a068-2ad5-7b35-7ac0-ccaf470ce88b,Jamie Porter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-10,2023-04-10
152,8ba81676-390b-d8eb-d67d-1c2e84e7652c,Tony Lynn,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-10,2023-04-10
153,38db4cff-7cd7-3d82-6adb-f2d16fe96cce,Eric Brown,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-10,2023-04-10
154,e66cb551-433e-f215-d354-cb899833f576,Catherine Ruiz,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
155,1f08c9f9-b462-e425-0dbe-69ee80ea6c12,Dana Wong,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-04-10,2023-04-10
156,96340733-c728-e764-ed1a-e5b92d816357,Brian Adams,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
157,05661352-8325-b70d-eaaf-33e98257769e,George Moore,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-10,2023-04-10
158,b8cf0209-3252-280c-d723-58bf98fb83bd,Kevin Christian,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-10,2023-04-10
159,619797bd-7491-25d9-4d96-6a611b75d23e,Jacqueline Rodriguez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-11,2023-04-11
160,aa2b9ddc-f7b0-cb1e-4108-c67e3c98d9b9,Meghan Wilkinson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-13,2023-04-13
161,2395f413-ba36-8bc5-0169-eafbf02df60f,Antonio Knapp,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-15,2023-04-15
162,a3f66a88-a9ee-9414-145a-87383fc13044,Molly Sawyer,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-15,2023-04-15
163,fa403070-002d-8e03-a22b-9c4e1abb16aa,Janet Perry,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-15,2023-04-15
164,d8accdf9-3a40-67a7-145b-a898ba99690f,Timothy Carroll,SR SOFTWARE QUALITY ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP4,2023-04-15,2023-04-15
165,17dde9ab-78da-c43a-60ba-ace41360596c,Sophia Bryant,PRINCIPAL ENGINEERING MANAGER,Software Engineering M5,M5,Software Engineering,PeopleManager,VP5,2023-04-15,2023-04-15
166,3e374d1f-80bd-46cd-e605-b1e558d55769,Kimberly Miller,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-15,2023-04-15
167,5d5a82c9-03ce-235a-aeef-28949e03f206,Jennifer Robinson,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-15,2023-04-15
168,60652e8a-67dd-fc02-0f19-5afd32fec43a,Steven Moore,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
169,32a45900-a914-25ce-e102-a1545e022509,Michael Gonzales,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
170,043bd03e-b78c-a9f6-30f1-5c61ea93e9a1,Fernando Mccarthy,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
171,c21d88e4-56ad-8548-7afe-ef3a10290547,Lauren Klein,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
172,74356bfb-47cf-3a86-8916-d673d4f5ad1f,Tyler Phillips,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
173,1cd7fa51-59b7-eacf-9614-56826832eea8,Judy Fields,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
174,192686a5-3027-0485-c5c2-59ee063d6abb,Katrina Rivera,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
175,72c29dec-2f86-044d-7344-1bdfc5568d9c,James Ayala,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
176,a823c61a-dc38-3ef9-62d9-63cd7f990839,Joshua Burke,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
177,197e58cb-ee04-3804-d1dc-b6f8397edc25,Teresa Harrington,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
178,215915da-a97a-7613-c5a0-1078ef625408,Jennifer Cervantes,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
179,a31f2ea3-9b9f-ed33-ef45-002086386b2b,Tina Smith,NETWORK ACQUISITION MANAGER,Service Engineering IC4,IC4,Service Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
180,8ce7117c-e16f-8c03-3496-4f8aa27924f2,Ronald Lee,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
181,f77689e9-73f6-4dd2-30a2-715ba03b16fe,Jason Tapia,SENIOR SOFTWARE ENG MANAGER,Software Engineering M4,M4,Software Engineering,PeopleManager,VP6,2023-04-17,2023-04-17
182,53c868d3-213d-f638-98b0-679b7827c410,Michael Reed,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
183,8e466ed5-fd43-c9c9-e0d4-3d1334405346,Natalie Hogan,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
184,0599523a-73ae-f6b1-1f9d-c0fa52203a09,John Dickerson,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
185,28018e1d-f730-419c-ee4e-00ed97ddfd12,Debra Velez,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
186,07419776-257f-8c66-98b8-ab6b85240f5c,Kim King,SOFTWARE ENGINEERING,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
187,5971fb3d-bf42-1db8-7fa1-e367af7d6c4f,Patricia Norris,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-04-17,2023-04-17
188,9d13e143-ee02-ecaf-71a1-dfdd47ec6f69,Mary Martinez,PRINCIPAL SOFTWARE ENG MANAGER,Software Engineering M6,M6,Software Engineering,PeopleManager,VP6,2023-04-17,2023-04-17
189,308f1871-1cac-af0c-d88c-3643365b6d50,Jesus Mcmillan,SENIOR SOFTWARE ENGINEER,Site Reliability Engineering IC4,IC4,Site Reliability Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
190,910ebafd-bfff-9346-256c-dd84e2204c5d,Wayne Castaneda,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
191,c9361e9b-7f02-4e61-36cd-620eb6b86321,Sandra Chapman,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
192,481bddae-ffaa-f2b2-0a47-f99a6e656932,Sherry Daniel,SOFTWARE ENGINEER,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-17,2023-04-17
193,3a068aa4-65de-e147-1bf1-522fd00b90b9,Randy Mckee,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
194,75c7950c-5753-adbc-404c-8821d70a2626,Larry Wallace,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-17,2023-04-17
195,6a85536d-2be1-30e5-886c-f11c1e1fb047,Jeremy Grimes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-18,2023-04-18
196,bc496994-118d-156f-1d42-839fc2e2af68,Kevin Holland,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-18,2023-04-18
197,e33e6ced-558c-70c4-eee7-b401a2ae2a66,Eric Evans,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-04-18,2023-04-18
198,58cececa-6043-a7ab-7594-1fda4c2c0673,Christine Lloyd,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-18,2023-04-18
199,2a7b456a-4479-688d-a4d9-78f62ee3b0fd,Derrick Erickson,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-18,2023-04-18
200,c7f57a59-f8c0-af71-203f-e397789f7ac6,Eduardo Green,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-19,2023-04-19
201,cb326ca1-ab7c-6704-ffa4-e7da8e9c8048,Cassandra Sparks,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-04-23,2023-04-23
202,b2f3339c-8956-4d03-96c5-9bd5cbb23d91,Jacqueline Boyer,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
203,6d6f1bf0-096b-4046-6ef0-4ce2eb930ba1,Henry Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
204,b478bd1a-b173-0b4d-c34b-c388e5b2c6f3,Stephen Chavez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
205,0887988e-1c0c-a107-7493-a31887724d16,Brian Alexander,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
206,c8f1efdc-1b46-b346-9d46-526e79b26f27,Lauren Austin,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
207,3f175e9b-238d-3bcd-f4aa-b214054fc446,Brittany Herman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
208,8eac4615-39b8-4ea4-eae9-cf20b78959d4,Megan Salas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
209,7ef652a6-f812-2b6e-df90-fde87c409936,Jeffrey Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
210,cdcd509f-974c-608a-f6b6-2b89f72c339d,Michael Roman,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
211,556797e6-4d89-5220-e965-e429a1317d16,Seth Franklin,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
212,5faa7b52-12ba-3f0b-539f-bb02a2dcf3df,Amber Cruz,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
213,1142f8d1-874d-650f-470f-37e2b9b5e442,Joseph Boyd,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
214,f9d90203-1adb-67ba-1444-0220b52610c6,Micheal Lucas,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
215,7ff726ff-4f30-07ed-db27-74cb95da1f5e,Alicia Christensen,SERVICE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
216,3a119733-a656-020f-5a7d-8b0043e0d76c,Bryan Bryant,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
217,246d7b3a-3703-f5d3-c5d6-61f41fe42129,Rebecca Woods,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-04-24,2023-04-24
218,51af56c6-2b3e-3911-701d-921815e81dc3,Pamela Ruiz,SOFTWARE SERVICE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP4,2023-04-24,2023-04-24
219,16ac5d34-6bfa-8901-1b61-24a110689f9a,Angie Jones,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
220,565df026-640f-8182-6daa-ad641cfecbe2,Robert Joseph,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-04-24,2023-04-24
221,7dda4125-2069-905f-64ec-687d2bda3413,Robert Carr,SOFTWARE ENGINEER,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-04-24,2023-04-24
222,cc1f288c-26b5-126a-b14a-5418d3569644,Nicholas Golden,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
223,88bf0f48-8956-ef47-d39d-c6c0d2eefad3,Justin Mays,IT SUPPORT SPECIALIST,Service Engineering IC2,IC2,Service Engineering,IndividualContributor,VP2,2023-05-01,2023-05-01
224,4541b790-37ea-032d-63b5-2db2c3fac8cd,Monica Harris,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
225,dd671079-5ddc-aa02-5fe1-01b683c63a2c,Veronica Bailey,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
226,57ed2f28-e529-9df3-40f5-b3b5073f65ef,Kiara Zuniga,SERVICE ENGINEER 2,Service Engineering IC3,IC3,Service Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
227,9cdbcfc0-e4b1-2241-a628-80c5ee6245a9,Katherine Chavez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
228,2f6f8ee8-d41f-671e-92da-6fa12175b480,Maria White,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
229,53efddd8-143f-bd91-57ca-9f23b8b25559,Darlene Thompson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
230,013cc51a-9048-3e93-4ad6-1c3dae3de6b5,Cynthia Jordan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
231,0fffbab1-6b87-1e96-c6b4-73e3b3f45a05,Cindy Thomas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
232,d4cb2fd5-2a1e-1cee-fe51-8aa35926ffe8,Bryan Lucas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
233,c58cd1a5-5312-cfc7-5455-f80825fd6775,Oscar Glenn,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
234,79efd1f6-5415-43fc-c340-08629a2334eb,Krista Hammond,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
235,5864d847-4cf0-e834-da3e-86d635cf8015,Andrew Green,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
236,069ffe07-c798-544a-6584-e1b72e74bbb7,Jaclyn Mendoza,PRNCPL SOFTWARE ENGINEERING MN,Software Engineering M5,M5,Software Engineering,PeopleManager,VP6,2023-05-01,2023-05-01
237,41fa9920-3cff-e365-0244-f847e55ef20a,Daniel Evans,SOFTWARE ENGINEER-MS 365,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
238,21e6d0ee-a155-6ba4-0283-578f47646d55,Craig Romero,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
239,fda712c3-e1dc-4ba9-e049-909bd80513bf,Anna Cunningham,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
240,8aca4261-3550-bc93-5853-c602178abf02,Stacy Clark,PRINCIPAL ENGINEERING MANAGER,Software Engineering M5,M5,Software Engineering,PeopleManager,VP5,2023-05-01,2023-05-01
241,b55cd96b-b968-c152-0bab-280e26204e59,Blake Hall,PRINCIPAL SOFTWARE QUALITY ENG,Software Engineering M5,M5,Software Engineering,PeopleManager,VP4,2023-05-01,2023-05-01
242,ff2f284d-0f95-d817-17f7-f7dbc4739e0e,Brittany Coleman,SR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
243,0f4ab04e-ce40-e11a-46ab-fb299e53c54e,Darrell Riley,INSTRUMENTATION ENGINEER,Service Engineering IC3,IC3,Service Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
244,bd5668d1-36c8-6aec-8876-e16fa7a4a847,Andrea Taylor,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
245,2130c38d-42f0-1f2e-200b-205353eb3472,Matthew Harris,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
246,89bfc83f-fccb-69f2-51e1-d26986119c8a,Courtney Moore,SITE RELIABILITY ENGINEER,Site Reliability Engineering IC2,IC2,Site Reliability Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
247,965439ee-7e1a-cff1-22f8-0a75bc625fac,Pamela Bray,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
248,70920b63-97a5-4e3a-d9e7-945d7272fcb0,Christine Brown,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-05-01,2023-05-01
249,9808ead5-d0da-0bc1-f59d-54952b7331e5,Kyle Lopez,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
250,3ffe9f58-c473-5180-a0b3-a973c81a17b1,Joseph Molina,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-05-01,2023-05-01
251,d07691cd-7417-a771-56bf-22acf4313bf2,Jacob Martinez,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-05-01,2023-05-01
252,c577cbe9-073c-d962-40f7-6609b370ee96,Leroy Jones,SERVICE ENGINEER,Service Engineering IC1,IC1,Service Engineering,IndividualContributor,VP1,2023-05-02,2023-05-02
253,74780094-3359-6d95-0583-04a1cb96785a,Joel Willis,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-05-02,2023-05-02
254,be9c1525-03f2-2b70-7e92-1eca7e84786c,Angela Guerra,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP6,2023-05-02,2023-05-02
255,ae196f90-bd13-57b1-ebe5-8f524b298bfe,Amy Crawford,SOFTWARE ENGINEERING,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-05-02,2023-05-02
